<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2018.04.04	31.1818	31.2578	31.1768	31.2078	5407	0	0
2018.04.05	31.2048	31.2788	31.1748	31.2488	6080	0	0
2018.04.06	31.2478	31.2958	31.2348	31.2728	4044	0	0
2018.04.09	31.2338	31.2968	31.2228	31.2548	5006	0	0
2018.04.10	31.2238	31.2578	31.1808	31.1918	7773	0	0
2018.04.11	31.1888	31.2048	31.1068	31.1188	4745	0	0
2018.04.12	31.1118	31.2338	31.1098	31.2188	5591	0	0
2018.04.13	31.1938	31.2268	31.1328	31.1418	9907	0	0
2018.04.16	31.1408	31.2478	31.1408	31.1818	2361	0	0
2018.04.17	31.1458	31.2268	31.1458	31.1978	2278	0	0
2018.04.18	31.1838	31.2618	31.1838	31.1928	3929	0	0
2018.04.19	31.1868	31.2468	31.1788	31.2338	10095	0	0
2018.04.20	31.2138	31.3648	31.2138	31.3198	4627	0	0
2018.04.23	31.3178	31.5588	31.3018	31.5358	4896	0	0
2018.04.24	31.5188	31.5708	31.4118	31.4348	5590	0	0
2018.04.25	31.4088	31.5958	31.4008	31.5168	5158	0	0
2018.04.26	31.5038	31.6428	31.4828	31.6028	5803	0	0
2018.04.27	31.5588	31.6438	31.4988	31.5068	5876	0	0
2018.04.30	31.4998	31.5848	31.4638	31.5368	3557	0	0
2018.05.01	31.5288	31.6888	31.4988	31.6798	3132	0	0
2018.05.02	31.6738	31.7728	31.6728	31.7638	5073	0	0
2018.05.03	31.7318	31.7678	31.6058	31.6168	4730	0	0
2018.05.04	31.5838	31.7958	31.5838	31.7328	4730	0	0
2018.05.07	31.7298	31.8768	31.6788	31.8495	4389	0	0
2018.05.08	31.8378	31.9818	31.8058	31.9268	6071	0	0
2018.05.09	31.9188	32.1455	31.8888	32.1417	6427	0	0
2018.05.10	32.1387	32.2258	31.9508	31.9698	6896	0	0
2018.05.11	31.9278	32.0078	31.8047	31.9118	6391	0	0
2018.05.14	31.9058	31.9208	31.7698	31.9008	5065	0	0
2018.05.15	31.8968	32.1698	31.8348	32.1078	7773	0	0
2018.05.16	32.0548	32.1578	31.9918	32.0078	7684	0	0
2018.05.17	31.9758	32.1248	31.9618	32.0738	6872	0	0
2018.05.18	32.0328	32.2248	32.0188	32.1858	5343	0	0
2018.05.21	32.1598	32.2758	32.1368	32.1468	5187	0	0
2018.05.22	32.1438	32.1608	31.9648	31.9908	7516	0	0
2018.05.23	31.9778	32.1638	31.9528	32.0878	8248	0	0
2018.05.24	32.0858	32.1558	31.9778	31.9898	6447	0	0
2018.05.25	31.9688	32.0608	31.8815	31.9308	6377	0	0
2018.05.28	31.8848	32.0325	31.8588	31.9908	4458	0	0
2018.05.29	31.9258	32.1398	31.9258	32.0848	7422	0	0
2018.05.30	32.0828	32.1738	32.0118	32.0138	7338	0	0
2018.05.31	32.0158	32.0718	31.9678	32.0478	6897	0	0
2018.06.01	31.9988	32.1228	31.9788	32.0298	6128	0	0
2018.06.04	32.0258	32.0408	31.9438	31.9928	5177	0	0
2018.06.05	31.9978	32.0098	31.9168	31.9258	6667	0	0
2018.06.06	31.9188	31.9648	31.8548	31.9008	6380	0	0
2018.06.07	31.9078	32.0205	31.8608	31.9958	5943	0	0
2018.06.08	31.9618	32.0928	31.9358	32.0368	4975	0	0
2018.06.11	32.0578	32.0828	32.0118	32.0368	5310	0	0
2018.06.12	32.0298	32.1065	32.0238	32.0828	4891	0	0
2018.06.13	32.0638	32.1898	32.0638	32.1308	4673	0	0
2018.06.14	32.1208	32.2148	32.1068	32.1978	4668	0	0
2018.06.15	32.1128	32.6808	32.1078	32.6638	7977	0	0
2018.06.18	32.6608	32.7608	32.6028	32.6618	7189	0	0
2018.06.19	32.6558	32.8648	32.6278	32.7398	8731	0	0
2018.06.20	32.7158	32.8478	32.6648	32.8298	8973	0	0
2018.06.21	32.7408	33.0088	32.7218	32.8758	10484	0	0
2018.06.22	32.8408	32.9768	32.8408	32.9078	7436	0	0
2018.06.25	32.8918	33.0198	32.8918	32.9328	8439	0	0
2018.06.26	32.9268	33.0358	32.9088	33.0278	6868	0	0
2018.06.27	33.0038	33.0938	32.9538	33.0608	9345	0	0
2018.06.28	33.0188	33.1748	33.0098	33.1468	8734	0	0
2018.06.29	33.1088	33.2265	33.0088	33.0118	11533	0	0
2018.07.02	33.0358	33.2008	33.0118	33.1618	9625	0	0
2018.07.03	33.1388	33.2958	33.0988	33.1448	12261	0	0
2018.07.04	33.1388	33.1855	33.0628	33.1448	7266	0	0
2018.07.05	33.1368	33.2568	33.1168	33.1958	8418	0	0
2018.07.06	33.1648	33.2528	33.1358	33.1368	11867	0	0
2018.07.09	33.1498	33.1558	33.0608	33.0658	9227	0	0
2018.07.10	33.0558	33.1978	33.0148	33.1618	8310	0	0
2018.07.11	33.1238	33.3458	33.1238	33.3258	8395	0	0
2018.07.12	33.2938	33.3638	33.1808	33.1958	9417	0	0
2018.07.13	33.1938	33.3668	33.1628	33.2968	10165	0	0
2018.07.16	33.3158	33.3238	33.2438	33.2678	7627	0	0
2018.07.17	33.2478	33.3248	33.2168	33.3068	7860	0	0
2018.07.18	33.2988	33.3698	33.2588	33.3008	7407	0	0
2018.07.19	33.2968	33.4928	33.2898	33.4608	9238	0	0
2018.07.20	33.4188	33.5238	33.3158	33.3198	12071	0	0
2018.07.23	33.3198	33.4478	33.2928	33.4128	6426	0	0
2018.07.24	33.3768	33.4868	33.3188	33.3748	7661	0	0
2018.07.25	33.3388	33.4078	33.2088	33.2098	11061	0	0
2018.07.26	33.2098	33.4218	33.1318	33.4208	9561	0	0
2018.07.27	33.3618	33.4908	33.2818	33.3248	8949	0	0
2018.07.30	33.3538	33.4058	33.2498	33.2688	6990	0	0
2018.07.31	33.2848	33.3628	33.1578	33.1928	8209	0	0
2018.08.01	33.1688	33.2458	33.1108	33.1468	6598	0	0
2018.08.02	33.1288	33.3218	33.0988	33.2798	8294	0	0
2018.08.03	33.2738	33.3748	33.1818	33.2388	8026	0	0
2018.08.06	33.2048	33.3638	33.1808	33.3338	6892	0	0
2018.08.07	33.2978	33.3618	33.2038	33.2068	5621	0	0
2018.08.08	33.2028	33.2548	33.1818	33.2178	9317	0	0
2018.08.09	33.2088	33.2348	33.1358	33.2348	6047	0	0
2018.08.10	33.2298	33.3248	33.1948	33.3098	9387	0	0
2018.08.13	33.2688	33.4238	33.2658	33.3488	11099	0	0
2018.08.14	33.3318	33.4078	33.2218	33.2908	12629	0	0
2018.08.15	33.2788	33.3858	33.2548	33.3208	8775	0	0
2018.08.16	33.3088	33.3548	33.1498	33.1648	8520	0	0
2018.08.17	33.1488	33.2648	33.1448	33.1698	7667	0	0
2018.08.20	33.1598	33.2048	32.9298	32.9298	6513	0	0
2018.08.21	32.9318	32.9528	32.6428	32.6478	8452	0	0
2018.08.22	32.6368	32.7848	32.6188	32.6818	6833	0	0
2018.08.23	32.6368	32.8988	32.6368	32.8708	6910	0	0
2018.08.24	32.8548	32.8998	32.5978	32.6028	9406	0	0
2018.08.27	32.6228	32.6638	32.5098	32.5158	8101	0	0
2018.08.28	32.4388	32.6038	32.4388	32.5718	7976	0	0
2018.08.29	32.5248	32.7505	32.5248	32.6758	9127	0	0
2018.08.30	32.6688	32.7898	32.6358	32.7758	8867	0	0
2018.08.31	32.7638	32.8028	32.6748	32.7528	8779	0	0
2018.09.03	32.7678	32.8108	32.6798	32.6848	5483	0	0
2018.09.04	32.6818	32.8448	32.6738	32.8038	6439	0	0
2018.09.05	32.7748	32.8718	32.7557	32.7768	8852	0	0
2018.09.06	32.7688	32.8448	32.7348	32.7778	8175	0	0
2018.09.07	32.7388	32.8458	32.7388	32.8148	6768	0	0
2018.09.10	32.7738	32.8878	32.7698	32.8148	4266	0	0
2018.09.11	32.8078	32.8588	32.7648	32.7648	5446	0	0
2018.09.12	32.7638	32.8348	32.6958	32.7108	5634	0	0
2018.09.13	32.7038	32.7268	32.5368	32.5878	7146	0	0
2018.09.14	32.5448	32.6948	32.5238	32.6948	5552	0	0
2018.09.17	32.6598	32.7208	32.5418	32.5828	5151	0	0
2018.09.18	32.5288	32.6838	32.5288	32.5648	6974	0	0
2018.09.19	32.5538	32.5958	32.3398	32.4028	8293	0	0
2018.09.20	32.3888	32.4158	32.3128	32.3338	6404	0	0
2018.09.21	32.3178	32.4818	32.2778	32.4158	7250	0	0
2018.09.24	32.3988	32.4958	32.3828	32.4178	9724	0	0
2018.09.25	32.3788	32.4768	32.3458	32.3948	11837	0	0
2018.09.26	32.3978	32.4798	32.3738	32.4188	9051	0	0
2018.09.27	32.3858	32.4718	32.3718	32.4248	14132	0	0
2018.09.28	32.3288	32.4448	32.3008	32.3088	10044	0	0
2018.10.01	32.3048	32.3278	32.1998	32.2668	7443	0	0
2018.10.02	32.2288	32.4028	32.2148	32.3348	14925	0	0
2018.10.03	32.3138	32.5298	32.2888	32.5288	13544	0	0
2018.10.04	32.5078	32.7748	32.4328	32.7248	13173	0	0
2018.10.05	32.7128	32.8918	32.6648	32.8038	11517	0	0
2018.10.08	32.7948	33.0288	32.7948	32.8918	13198	0	0
2018.10.09	32.9028	33.1045	32.8728	32.9498	10947	0	0
2018.10.10	32.8838	33.0148	32.8238	32.9978	9766	0	0
2018.10.11	32.9428	33.0398	32.6288	32.7098	12421	0	0
2018.10.12	32.6928	32.7748	32.6048	32.7338	9266	0	0
2018.10.15	32.6918	32.7718	32.6138	32.6308	8649	0	0
2018.10.16	32.6438	32.7018	32.4648	32.4847	7720	0	0
2018.10.17	32.4637	32.5638	32.4198	32.5297	11763	0	0
2018.10.18	32.5237	32.6648	32.5137	32.6437	10128	0	0
2018.10.19	32.6137	32.6708	32.5397	32.5698	14634	0	0
2018.10.22	32.5498	32.8338	32.5498	32.8047	9797	0	0
2018.10.23	32.8077	32.9338	32.7408	32.8298	11166	0	0
2018.10.24	32.7958	32.9648	32.7508	32.9198	10687	0	0
2018.10.25	32.8988	32.9658	32.8786	32.9148	12441	0	0
2018.10.26	32.9208	33.1428	32.9038	33.0548	14518	0	0
2018.10.29	33.0086	33.3058	33.0086	33.2748	12645	0	0
2018.10.30	33.2486	33.3238	33.1938	33.2528	12141	0	0
2018.10.31	33.2136	33.3218	33.0598	33.0928	10125	0	0
2018.11.01	33.0436	33.1228	32.8678	32.8908	11500	0	0
2018.11.02	32.8916	32.9828	32.7808	32.8238	12962	0	0
2018.11.05	32.8228	33.0058	32.7788	32.9298	11702	0	0
2018.11.06	32.9276	33.0158	32.8796	32.9128	11463	0	0
2018.11.07	32.8766	33.0048	32.7708	32.8158	15250	0	0
2018.11.08	32.7686	32.9898	32.7666	32.9588	11348	0	0
2018.11.09	32.9436	33.1008	32.8846	33.0478	9448	0	0
2018.11.12	32.9986	33.1638	32.9986	33.1428	7099	0	0
2018.11.13	33.1286	33.1588	32.8948	32.9498	10424	0	0
2018.11.14	32.9286	33.0328	32.8308	32.9398	10144	0	0
2018.11.15	32.8956	33.0465	32.8518	32.9518	12706	0	0
2018.11.16	32.9086	33.0595	32.8068	32.8398	10378	0	0
2018.11.19	32.8196	33.0048	32.8196	32.9098	10992	0	0
2018.11.20	32.8726	33.0098	32.8196	32.9958	10331	0	0
2018.11.21	32.9786	33.0248	32.8698	32.8798	7676	0	0
2018.11.22	32.8546	33.0048	32.8426	32.9478	6420	0	0
2018.11.23	32.9386	33.0785	32.9376	33.0718	5087	0	0
2018.11.26	33.0696	33.0718	32.9988	33.0218	5171	0	0
2018.11.27	32.9586	33.0648	32.9586	33.0258	5729	0	0
2018.11.28	32.9886	33.0648	32.8888	32.8898	4682	0	0
2018.11.29	32.8696	32.9618	32.8406	32.9028	6036	0	0
2018.11.30	32.8776	32.9678	32.8486	32.9528	6347	0	0
2018.12.03	32.8396	32.8698	32.7328	32.7898	6562	0	0
2018.12.04	32.7776	32.8088	32.6488	32.7558	8185	0	0
2018.12.05	32.7006	32.8058	32.6896	32.7348	4692	0	0
2018.12.06	32.6896	32.9098	32.6436	32.8318	7889	0	0
2018.12.07	32.7876	32.8718	32.7548	32.7648	7281	0	0
2018.12.10	32.8096	32.9147	32.7746	32.8848	7082	0	0
2018.12.11	32.8576	32.8898	32.7698	32.8368	6647	0	0
2018.12.12	32.7926	32.8248	32.7288	32.7478	6639	0	0
2018.12.13	32.7366	32.7608	32.6598	32.7548	5964	0	0
2018.12.14	32.7386	32.8358	32.7038	32.8268	4462	0	0
2018.12.17	32.8098	32.8295	32.7598	32.7808	4309	0	0
2018.12.18	32.7446	32.7836	32.7068	32.7168	4867	0	0
2018.12.19	32.7066	32.7618	32.6376	32.7488	4981	0	0
2018.12.20	32.7156	32.7798	32.6338	32.6418	4432	0	0
2018.12.21	32.6246	32.6938	32.5366	32.6328	5281	0	0
2018.12.24	32.6086	32.6548	32.5508	32.5558	2949	0	0
2018.12.26	32.4546	32.6008	32.4546	32.5668	1335	0	0
2018.12.27	32.5136	32.6108	32.4996	32.5228	5429	0	0
2018.12.28	32.4876	32.6028	32.3698	32.5418	5855	0	0
2018.12.31	32.4996	32.5198	32.2938	32.2938	3400	0	0
2019.01.02	32.2908	32.4318	32.2378	32.2598	7993	0	0
2019.01.03	32.2136	32.3318	32.0298	32.2148	8235	0	0
2019.01.04	32.1596	32.2098	31.9618	31.9638	7672	0	0
2019.01.07	31.9576	32.0338	31.9118	31.9318	6011	0	0
2019.01.08	31.9266	32.1058	31.8946	32.0218	6065	0	0
2019.01.09	31.9906	32.0728	31.9278	31.9498	7046	0	0
2019.01.10	31.9266	31.9828	31.8668	31.9198	7105	0	0
2019.01.11	31.9136	31.9818	31.8698	31.9348	6711	0	0
2019.01.14	31.8946	31.9868	31.8946	31.9208	6340	0	0
2019.01.15	31.9216	31.9258	31.8298	31.8978	8281	0	0
2019.01.16	31.8876	31.9328	31.6488	31.6948	7051	0	0
2019.01.17	31.6546	31.7728	31.5678	31.7348	7437	0	0
2019.01.18	31.6976	31.7595	31.6008	31.7368	6853	0	0
2019.01.21	31.7296	31.8138	31.6978	31.7998	4482	0	0
2019.01.22	31.7996	31.8538	31.7598	31.7818	5458	0	0
2019.01.23	31.7616	31.7898	31.6888	31.6888	4797	0	0
2019.01.24	31.6866	31.7628	31.6418	31.6978	6299	0	0
2019.01.25	31.7096	31.7308	31.5118	31.5118	7264	0	0
2019.01.28	31.5096	31.5578	31.4298	31.5238	7034	0	0
2019.01.29	31.4836	31.6018	31.4358	31.4368	6540	0	0
2019.01.30	31.4326	31.5288	31.2288	31.2478	8458	0	0
2019.01.31	31.2296	31.2808	31.1686	31.2148	7732	0	0
2019.02.01	31.1906	31.3878	31.1616	31.3128	7152	0	0
2019.02.04	31.2696	31.3658	31.2696	31.2968	4442	0	0
2019.02.05	31.2896	31.3278	31.2358	31.2358	3766	0	0
2019.02.06	31.2266	31.2958	31.1976	31.2568	4964	0	0
2019.02.07	31.2556	31.2988	31.1776	31.2418	4818	0	0
2019.02.08	31.1926	31.6258	31.1876	31.4618	9325	0	0
2019.02.11	31.4496	31.4858	31.2988	31.4358	9033	0	0
2019.02.12	31.3836	31.4448	31.2618	31.2968	8143	0	0
2019.02.13	31.3006	31.4008	31.1858	31.3988	7512	0	0
2019.02.14	31.3946	31.4418	31.2958	31.3218	8824	0	0
2019.02.15	31.3186	31.3438	31.2208	31.2318	7389	0	0
2019.02.18	31.2176	31.2708	31.1818	31.2098	4936	0	0
2019.02.19	31.1736	31.2628	31.1298	31.1368	4995	0	0
2019.02.20	31.1386	31.1698	31.0588	31.0998	7651	0	0
2019.02.21	31.0866	31.2495	31.0786	31.2238	8899	0	0
2019.02.22	31.1946	31.3528	31.1336	31.3108	8606	0	0
2019.02.25	31.3016	31.3275	31.2558	31.2698	6568	0	0
2019.02.26	31.2366	31.3778	31.2366	31.2928	6377	0	0
2019.02.27	31.2496	31.4658	31.2266	31.4388	7364	0	0
2019.02.28	31.4206	31.5878	31.4158	31.5838	8249	0	0
2019.03.01	31.5786	31.8248	31.5448	31.8208	8437	0	0
2019.03.04	31.7496	31.8898	31.7308	31.8538	6724	0	0
2019.03.05	31.8516	31.9265	31.7148	31.7498	7797	0	0
2019.03.06	31.7426	31.9018	31.7278	31.8498	7493	0	0
2019.03.07	31.8216	31.9668	31.7618	31.8448	7091	0	0
2019.03.08	31.8246	31.8845	31.7108	31.7328	6634	0	0
2019.03.11	31.7196	31.7518	31.6648	31.6828	5836	0	0
2019.03.12	31.6486	31.7138	31.6288	31.6508	6206	0	0
2019.03.13	31.6486	31.6778	31.5868	31.6008	5890	0	0
2019.03.14	31.5896	31.7985	31.5858	31.7618	6901	0	0
2019.03.15	31.7156	31.7798	31.6698	31.6708	6695	0	0
2019.03.18	31.6566	31.7078	31.6278	31.6748	6242	0	0
2019.03.19	31.6886	31.6928	31.6348	31.6608	5210	0	0
2019.03.20	31.6296	31.7928	31.6140	31.6448	8644	0	0
2019.03.21	31.6176	31.7688	31.6018	31.7198	7632	0	0
2019.03.22	31.6955	31.7718	31.6658	31.7628	8112	0	0
2019.03.25	31.6696	31.7028	31.5068	31.5418	9146	0	0
2019.03.26	31.5356	31.6648	31.5038	31.6328	7234	0	0
2019.03.27	31.6316	31.9147	31.6208	31.8997	8836	0	0
2019.03.28	31.8985	31.9448	31.7218	31.8558	9878	0	0
2019.03.29	31.8466	31.8556	31.6878	31.7288	8730	0	0
2019.04.01	31.7186	31.7448	31.6538	31.7038	9449	0	0
2019.04.02	31.6966	31.8008	31.6906	31.7728	9173	0	0
2019.04.03	31.7746	31.7838	31.6848	31.7348	9782	0	0
2019.04.04	31.7096	31.8258	31.6646	31.7818	8111	0	0
2019.04.05	31.7570	31.9248	31.7495	31.9178	8871	0	0
2019.04.08	31.9146	31.9818	31.8550	31.8698	7004	0	0
2019.04.09	31.8320	31.8868	31.7488	31.7818	8334	0	0
2019.04.10	31.7166	31.8515	31.7166	31.7438	8978	0	0
2019.04.11	31.7436	31.8765	31.7216	31.8678	8129	0	0
2019.04.12	31.8676	31.8758	31.7468	31.7778	9178	0	0
2019.04.15	31.7576	31.8105	31.7170	31.7848	7844	0	0
2019.04.16	31.7465	31.8478	31.7416	31.8228	5793	0	0
2019.04.17	31.8126	31.8398	31.7547	31.7758	5815	0	0
2019.04.18	31.7596	31.8378	31.7426	31.8188	6589	0	0
2019.04.19	31.8166	31.8268	31.7710	31.8178	1167	0	0
2019.04.22	31.7958	31.9078	31.7958	31.8978	4566	0	0
2019.04.23	31.8966	32.0048	31.8698	31.9838	5016	0	0
2019.04.24	31.9856	32.0648	31.9538	32.0508	7588	0	0
2019.04.25	32.0506	32.1458	32.0018	32.0608	7350	0	0
2019.04.26	32.0606	32.0788	31.9048	31.9078	8136	0	0
2019.04.29	31.8956	31.9508	31.8750	31.9068	5038	0	0
2019.04.30	31.8986	31.9828	31.8808	31.8888	7243	0	0
2019.05.01	31.8856	31.9618	31.8786	31.9588	4816	0	0
2019.05.02	31.9596	32.0548	31.9315	31.9958	5872	0	0
2019.05.03	31.9956	32.0568	31.8978	31.9028	6857	0	0
2019.05.06	31.9646	32.0578	31.8688	31.8728	7261	0	0
2019.05.07	31.8670	31.9446	31.8486	31.9028	7602	0	0
2019.05.08	31.8946	31.9248	31.7358	31.7858	9337	0	0
2019.05.09	31.7540	31.8468	31.7538	31.7628	10181	0	0
2019.05.10	31.7366	31.7848	31.5228	31.5258	12443	0	0
2019.05.13	31.5246	31.7138	31.5055	31.6378	8451	0	0
2019.05.14	31.5895	31.6638	31.4138	31.5108	8310	0	0
2019.05.15	31.4746	31.6168	31.4600	31.5388	8134	0	0
2019.05.16	31.5336	31.6878	31.5008	31.6778	6069	0	0
2019.05.17	31.6756	31.8508	31.6566	31.8418	7293	0	0
2019.05.20	31.7808	31.8958	31.7675	31.8718	5475	0	0
2019.05.21	31.8526	31.9848	31.8038	31.9518	8554	0	0
2019.05.22	31.9516	32.0325	31.9088	31.9378	8198	0	0
2019.05.23	31.9326	32.0068	31.9098	31.9118	7550	0	0
2019.05.24	31.9096	31.9455	31.7948	31.8248	9021	0	0
2019.05.27	31.8096	31.8458	31.7418	31.8098	5530	0	0
2019.05.28	31.8096	31.8818	31.7418	31.8518	8628	0	0
2019.05.29	31.8496	31.8848	31.7928	31.8258	7678	0	0
2019.05.30	31.8196	31.8418	31.7638	31.7708	5958	0	0
2019.05.31	31.7696	31.8268	31.5208	31.5248	10033	0	0
2019.06.03	31.5375	31.5998	31.3028	31.3148	7712	0	0
2019.06.04	31.3096	31.3998	31.2728	31.3178	10040	0	0
2019.06.05	31.3156	31.4948	31.2916	31.4068	10394	0	0
2019.06.06	31.4046	31.4468	31.2948	31.3128	8596	0	0
2019.06.07	31.2996	31.3988	31.2378	31.2438	8916	0	0
2019.06.10	31.2496	31.3938	31.2396	31.3398	7898	0	0
2019.06.11	31.3176	31.3718	31.2558	31.2578	7662	0	0
2019.06.12	31.2566	31.2858	31.2098	31.2828	6865	0	0
2019.06.13	31.2876	31.2876	31.1698	31.1888	6613	0	0
2019.06.14	31.1906	31.2718	31.1348	31.2308	7393	0	0
2019.06.17	31.1996	31.3698	31.1996	31.3508	5907	0	0
2019.06.18	31.3486	31.4168	31.1828	31.1978	8050	0	0
2019.06.19	31.2156	31.2798	31.1758	31.1788	6673	0	0
2019.06.20	31.1806	31.1888	30.8268	30.8568	10270	0	0
2019.06.21	30.8716	30.8918	30.7598	30.8348	9379	0	0
2019.06.24	30.7725	30.8238	30.6498	30.6538	6065	0	0
2019.06.25	30.6546	30.7768	30.6198	30.7678	9097	0	0
2019.06.26	30.7606	30.8768	30.6988	30.7308	9199	0	0
2019.06.27	30.7246	30.8065	30.7078	30.7798	7684	0	0
2019.06.28	30.7796	30.7848	30.6508	30.6728	6347	0	0
2019.07.01	30.6576	30.7058	30.5068	30.6458	8139	0	0
2019.07.02	30.6286	30.7748	30.5478	30.5608	8839	0	0
2019.07.03	30.5646	30.6678	30.5198	30.6388	7342	0	0
2019.07.04	30.6396	30.6778	30.5598	30.6738	4768	0	0
2019.07.05	30.6636	30.8198	30.6328	30.7738	6826	0	0
2019.07.08	30.7546	30.8278	30.7428	30.8138	6496	0	0
2019.07.09	30.8136	30.8588	30.7908	30.8078	5039	0	0
2019.07.10	30.8096	30.8860	30.6398	30.6648	7224	0	0
2019.07.11	30.6656	30.7768	30.5528	30.7708	7251	0	0
2019.07.12	30.7746	30.9558	30.6598	30.9008	9265	0	0
2019.07.15	30.8678	30.9468	30.8568	30.8928	5664	0	0
2019.07.16	30.8938	30.9308	30.8475	30.9308	5397	0	0
2019.07.17	30.9268	30.9478	30.8638	30.8888	5123	0	0
2019.07.18	30.8868	30.9068	30.7998	30.7998	5094	0	0
2019.07.19	30.7978	30.8555	30.7358	30.8388	5551	0	0
2019.07.22	30.8028	30.8775	30.8028	30.8238	4741	0	0
2019.07.23	30.8228	30.9255	30.8108	30.8890	3536	0	0
2019.07.24	30.8890	30.9370	30.8340	30.9090	2980	0	0
2019.07.25	30.9090	30.9680	30.8310	30.9610	3436	0	0
2019.07.26	30.9550	31.0150	30.8080	30.8080	3568	0	0
2019.07.29	30.8460	30.8840	30.8130	30.8380	2027	0	0
2019.07.30	30.8440	30.8530	30.7730	30.7840	3556	0	0
2019.07.31	30.7850	30.9190	30.6610	30.8790	4500	0	0
2019.08.01	30.8780	30.9480	30.7810	30.8940	6613	0	0
2019.08.02	30.9080	30.9330	30.6980	30.7060	11535	0	0
2019.08.05	30.7240	30.8760	30.7170	30.7990	9345	0	0
2019.08.06	30.7990	30.8450	30.7080	30.7270	6056	0	0
2019.08.07	30.7320	30.9160	30.6870	30.8290	7474	0	0
2019.08.08	30.8250	30.8300	30.7270	30.7290	4415	0	0
2019.08.09	30.7290	30.8010	30.7060	30.7660	4470	0	0
2019.08.12	30.7540	30.8620	30.7510	30.8340	2647	0	0
2019.08.13	30.8190	30.8990	30.7540	30.7830	7329	0	0
2019.08.14	30.7760	30.8570	30.7430	30.8340	5260	0	0
2019.08.15	30.8390	30.8960	30.7870	30.8340	5150	0	0
2019.08.16	30.8330	30.9430	30.7790	30.9090	4887	0	0
2019.08.19	30.8460	30.9180	30.8030	30.8380	3882	0	0
2019.08.20	30.8390	30.8760	30.7410	30.7680	3275	0	0
2019.08.21	30.7760	30.8320	30.7390	30.7860	3727	0	0
2019.08.22	30.7870	30.8060	30.6760	30.7970	4325	0	0
2019.08.23	30.7890	30.8150	30.5350	30.6080	4274	0	0
2019.08.26	30.6590	30.7160	30.5440	30.5840	5093	0	0
2019.08.27	30.5840	30.6400	30.5380	30.6200	3652	0	0
2019.08.28	30.6170	30.6860	30.5700	30.6180	3095	0	0
2019.08.29	30.6190	30.6500	30.5620	30.6190	2646	0	0
2019.08.30	30.6240	30.6720	30.4980	30.6080	3790	0	0
2019.09.02	30.6090	30.6460	30.5890	30.6190	1846	0	0
2019.09.03	30.6190	30.6740	30.5780	30.5910	2228	0	0
2019.09.04	30.5910	30.6140	30.5410	30.5460	3589	0	0
2019.09.05	30.5480	30.6930	30.5080	30.6680	3652	0	0
2019.09.06	30.6670	30.6980	30.5840	30.6540	3457	0	0
2019.09.09	30.6060	30.6710	30.5960	30.6190	3311	0	0
2019.09.10	30.6240	30.6730	30.5930	30.5970	1641	0	0
2019.09.11	30.6040	30.6290	30.5660	30.5760	1853	0	0
2019.09.12	30.5690	30.5810	30.3510	30.4710	4473	0	0
2019.09.13	30.4620	30.5070	30.3860	30.4710	2564	0	0
2019.09.16	30.4080	30.5500	30.4050	30.5190	3377	0	0
2019.09.17	30.5190	30.5790	30.5030	30.5390	2593	0	0
2019.09.18	30.5420	30.5520	30.4620	30.5480	4008	0	0
2019.09.19	30.5490	30.5850	30.4890	30.5390	2712	0	0
2019.09.20	30.5420	30.5420	30.4370	30.4710	3153	0	0
2019.09.23	30.4540	30.4990	30.4460	30.4540	3654	0	0
2019.09.24	30.4590	30.5780	30.4560	30.5340	3089	0	0
2019.09.25	30.5290	30.6210	30.5050	30.5890	3639	0	0
2019.09.26	30.5890	30.6520	30.5780	30.6290	1976	0	0
2019.09.27	30.6290	30.6540	30.6090	30.6160	2067	0	0
2019.09.30	30.6140	30.6240	30.5350	30.5840	2676	0	0
2019.10.01	30.5830	30.6930	30.5700	30.5970	3073	0	0
2019.10.02	30.5990	30.6760	30.5800	30.5830	2461	0	0
2019.10.03	30.5830	30.6320	30.5140	30.5240	2965	0	0
2019.10.04	30.5240	30.5410	30.4170	30.4190	3381	0	0
2019.10.07	30.3990	30.4800	30.3990	30.4260	2075	0	0
2019.10.08	30.4200	30.4850	30.3720	30.3990	2890	0	0
2019.10.09	30.4170	30.4220	30.2810	30.3470	2586	0	0
2019.10.10	30.3430	30.4430	30.2410	30.4270	4721	0	0
2019.10.11	30.4280	30.4690	30.2400	30.2400	5437	0	0
2019.10.14	30.3790	30.4570	30.3570	30.3840	2442	0	0
2019.10.15	30.3810	30.4530	30.3490	30.4230	2954	0	0
2019.10.16	30.4240	30.4330	30.3480	30.3540	4554	0	0
2019.10.17	30.3510	30.3790	30.2600	30.2990	3486	0	0
2019.10.18	30.2980	30.3230	30.2300	30.2300	2717	0	0
2019.10.21	30.2940	30.3140	30.2450	30.2540	2020	0	0
2019.10.22	30.2490	30.3200	30.2460	30.2890	1773	0	0
2019.10.23	30.2850	30.3280	30.2590	30.2990	1451	0	0
2019.10.24	30.3090	30.3120	30.2390	30.2590	2225	0	0
2019.10.25	30.2610	30.2740	30.0000	30.0000	2642	0	0
2019.10.28	30.1490	30.2450	30.1310	30.2190	4144	0	0
2019.10.29	30.1990	30.2500	30.1750	30.2470	1495	0	0
2019.10.30	30.2440	30.2550	30.1770	30.2190	2021	0	0
2019.10.31	30.2190	30.2190	30.1450	30.1640	2294	0	0
