Datetime,open,High,Low,Close,Volume,gold_spot_usd,usd_thb_rate
2026-01-09 22:05:00,66852,66858,66824,66839,1356,4500.52,31.405
2026-01-09 22:10:00,66839,66937,66835,66932,2010,4506.74,31.405
2026-01-09 22:15:00,66932,66969,66930,66955,1861,4508.3,31.405
2026-01-09 22:20:00,66954,66959,66880,66944,2026,4507.57,31.405
2026-01-09 22:25:00,66944,66944,66884,66911,1960,4505.35,31.405
2026-01-09 22:30:00,66911,66915,66879,66907,3190,4505.07,31.405
2026-01-09 22:35:00,66907,66919,66878,66896,1579,4504.35,31.405
2026-01-09 22:40:00,66896,66900,66868,66891,1670,4504.04,31.405
2026-01-09 22:45:00,66891,66914,66888,66900,1888,4504.65,31.405
2026-01-09 22:50:00,66900,66935,66895,66927,2441,4506.46,31.405
2026-01-09 22:55:00,66927,66982,66926,66943,2157,4507.54,31.405
2026-01-09 23:00:00,66943,66959,66918,66930,641,4506.64,31.405
2026-01-09 23:05:00,66930,66942,66905,66910,366,4505.29,31.405
2026-01-09 23:10:00,66910,66957,66908,66953,294,4508.17,31.405
2026-01-09 23:15:00,66953,66981,66941,66979,293,4509.94,31.405
2026-01-09 23:20:00,66979,66986,66968,66978,270,4509.87,31.405
2026-01-09 23:25:00,66978,66982,66968,66974,279,4509.61,31.405
2026-01-09 23:30:00,66973,66973,66945,66947,293,4507.77,31.405
2026-01-09 23:35:00,66947,66947,66925,66942,404,4507.42,31.405
2026-01-09 23:40:00,66942,66995,66920,66981,554,4510.05,31.405
2026-01-09 23:45:00,66981,66987,66952,66982,734,4510.12,31.405
2026-01-09 23:50:00,66982,66986,66952,66977,542,4509.77,31.405
2026-01-09 23:55:00,66977,66980,66958,66967,371,4509.13,31.405
2026-01-12 00:00:00,66811,66811,66811,66811,5,4509.13,31.332
2026-01-12 00:05:00,66811,66831,66779,66786,10,4509.13,31.32
2026-01-12 00:10:00,66831,66831,66792,66831,15,4509.13,31.341
2026-01-12 00:15:00,66831,66831,66664,66771,18,4509.13,31.313
2026-01-12 00:20:00,66831,66831,66739,66769,14,4509.13,31.312
2026-01-12 00:25:00,66831,66831,66769,66769,11,4509.13,31.312
2026-01-12 00:30:00,66831,66833,66769,66769,12,4509.13,31.312
2026-01-12 00:35:00,66833,66833,66769,66769,11,4509.13,31.312
2026-01-12 00:40:00,66831,66833,66769,66769,10,4509.13,31.312
2026-01-12 00:45:00,66833,66833,66769,66769,11,4509.13,31.312
2026-01-12 00:50:00,66831,66833,66769,66769,12,4509.13,31.312
2026-01-12 00:55:00,66831,66856,66739,66856,30,4509.13,31.353
2026-01-12 01:00:00,66844,67077,66767,66992,920,4521.44,31.331
2026-01-12 01:05:00,67047,67179,66990,67154,2141,4529.09,31.354
2026-01-12 01:10:00,67143,67202,67064,67170,2367,4530.02,31.355
2026-01-12 01:15:00,67191,67222,67158,67213,1714,4532.9,31.355
2026-01-12 01:20:00,67227,67260,67190,67233,1704,4534.82,31.351
2026-01-12 01:25:00,67224,67278,67199,67262,1601,4537.8,31.344
2026-01-12 01:30:00,67251,67292,67184,67225,1806,4536.05,31.339
2026-01-12 01:35:00,67253,67307,67165,67243,1252,4535.08,31.354
2026-01-12 01:40:00,67264,67398,67213,67319,1704,4542.22,31.34
2026-01-12 01:45:00,67336,67382,67270,67294,1258,4540.52,31.34
2026-01-12 01:50:00,67316,67382,67244,67334,1529,4541.77,31.35
2026-01-12 01:55:00,67362,67366,67238,67276,1057,4540.05,31.335
2026-01-12 02:00:00,67289,67315,67190,67287,1639,4544.89,31.307
2026-01-12 02:05:00,67287,67394,67259,67385,1788,4550.15,31.316
2026-01-12 02:10:00,67386,67428,67327,67418,1943,4553.72,31.307
2026-01-12 02:15:00,67414,67532,67377,67529,2769,4563.66,31.29
2026-01-12 02:20:00,67531,67539,67427,67472,2156,4559.07,31.295
2026-01-12 02:25:00,67472,67545,67439,67516,2143,4564.67,31.277
2026-01-12 02:30:00,67516,67659,67414,67571,3306,4574.56,31.235
2026-01-12 02:35:00,67571,67724,67530,67696,4365,4586.7,31.21
2026-01-12 02:40:00,67692,67837,67644,67788,4156,4591.44,31.22
2026-01-12 02:45:00,67783,67900,67761,67856,3086,4595.31,31.225
2026-01-12 02:50:00,67856,67901,67773,67889,3193,4598.77,31.217
2026-01-12 02:55:00,67893,67938,67743,67753,3010,4588.91,31.221
2026-01-12 03:00:00,67755,67853,67671,67758,4256,4587.83,31.231
2026-01-12 03:05:00,67756,67818,67639,67725,3898,4586.3,31.226
2026-01-12 03:10:00,67723,67798,67610,67678,4021,4581.63,31.236
2026-01-12 03:15:00,67675,67714,67557,67587,4416,4574.91,31.24
2026-01-12 03:20:00,67589,67689,67562,67669,3844,4581.06,31.236
2026-01-12 03:25:00,67664,67717,67599,67706,3215,4582.69,31.242
2026-01-12 03:30:00,67704,67748,67647,67664,3256,4577.81,31.256
2026-01-12 03:35:00,67665,67697,67546,67669,3589,4578.99,31.25
2026-01-12 03:40:00,67682,67751,67583,67616,2894,4573.65,31.262
2026-01-12 03:45:00,67613,67675,67567,67636,2530,4574.88,31.263
2026-01-12 03:50:00,67586,67700,67568,67648,3011,4575.84,31.262
2026-01-12 03:55:00,67657,67674,67538,67588,2407,4570.15,31.273
2026-01-12 04:00:00,67590,67663,67523,67528,2961,4565.82,31.275
2026-01-12 04:05:00,67534,67604,67469,67576,3296,4568.14,31.281
2026-01-12 04:10:00,67578,67587,67528,67566,2845,4567.05,31.284
2026-01-12 04:15:00,67567,67615,67514,67596,1941,4568.47,31.288
2026-01-12 04:20:00,67598,67641,67548,67575,1927,4567.4,31.286
2026-01-12 04:25:00,67578,67614,67485,67576,2039,4566.13,31.295
2026-01-12 04:30:00,67578,67646,67491,67642,3318,4570.33,31.297
2026-01-12 04:35:00,67643,67686,67554,67680,3086,4573.6,31.292
2026-01-12 04:40:00,67682,67729,67625,67724,2723,4578.74,31.277
2026-01-12 04:45:00,67707,67759,67640,67692,2566,4578.06,31.267
2026-01-12 04:50:00,67690,67701,67604,67692,2535,4577.48,31.271
2026-01-12 04:55:00,67694,67714,67650,67711,2946,4577.43,31.28
2026-01-12 05:00:00,67708,67738,67651,67680,2413,4576.68,31.271
2026-01-12 05:05:00,67695,67753,67654,67696,1921,4577.31,31.274
2026-01-12 05:10:00,67698,67737,67652,67723,1744,4578.67,31.277
2026-01-12 05:15:00,67725,67757,67667,67711,1924,4578.0,31.276
2026-01-12 05:20:00,67726,67739,67651,67718,2004,4578.5,31.276
2026-01-12 05:25:00,67713,67746,67685,67745,2980,4581.09,31.271
2026-01-12 05:30:00,67743,67749,67628,67668,2292,4576.29,31.268
2026-01-12 05:35:00,67670,67696,67654,67676,999,4576.82,31.268
2026-01-12 05:40:00,67680,67683,67615,67629,1441,4572.81,31.274
2026-01-12 05:45:00,67621,67668,67540,67606,1578,4570.92,31.276
2026-01-12 05:50:00,67621,67682,67526,67666,1394,4573.25,31.288
2026-01-12 05:55:00,67666,67681,67570,67639,1647,4570.66,31.293
2026-01-12 06:00:00,67637,67649,67518,67595,1670,4567.29,31.296
2026-01-12 06:05:00,67602,67614,67549,67606,1564,4568.16,31.295
2026-01-12 06:10:00,67602,67611,67542,67604,1239,4568.73,31.29
2026-01-12 06:15:00,67604,67651,67559,67640,1507,4571.19,31.29
2026-01-12 06:20:00,67632,67660,67576,67623,1618,4569.63,31.293
2026-01-12 06:25:00,67606,67631,67543,67602,1489,4568.59,31.29
2026-01-12 06:30:00,67602,67628,67528,67544,1777,4563.8,31.296
2026-01-12 06:35:00,67546,67632,67540,67587,2126,4566.03,31.301
2026-01-12 06:40:00,67585,67605,67541,67588,1294,4567.93,31.288
2026-01-12 06:45:00,67588,67614,67508,67604,1114,4569.48,31.285
2026-01-12 06:50:00,67608,67611,67505,67553,907,4566.78,31.28
2026-01-12 06:55:00,67555,67580,67501,67560,1343,4568.57,31.271
2026-01-12 07:00:00,67570,67590,67519,67566,1503,4567.96,31.278
2026-01-12 07:05:00,67554,67607,67518,67586,1070,4570.19,31.272
2026-01-12 07:10:00,67602,67629,67555,67601,942,4570.13,31.279
2026-01-12 07:15:00,67598,67642,67585,67615,996,4572.43,31.27
2026-01-12 07:20:00,67613,67636,67551,67609,924,4572.62,31.266
2026-01-12 07:25:00,67625,67644,67557,67625,757,4572.54,31.274
2026-01-12 07:30:00,67625,67703,67577,67652,2118,4577.25,31.254
2026-01-12 07:35:00,67622,67681,67593,67669,1732,4578.13,31.256
2026-01-12 07:40:00,67665,67717,67631,67666,2177,4581.72,31.23
2026-01-12 07:45:00,67666,67750,67630,67733,2925,4584.08,31.245
2026-01-12 07:50:00,67742,67751,67654,67657,2517,4580.23,31.236
2026-01-12 07:55:00,67655,67685,67580,67649,2257,4580.84,31.228
2026-01-12 08:00:00,67655,67672,67573,67635,2198,4577.27,31.246
2026-01-12 08:05:00,67628,67640,67557,67615,2180,4575.52,31.249
2026-01-12 08:10:00,67622,67638,67556,67586,2692,4572.67,31.255
2026-01-12 08:15:00,67588,67594,67526,67587,1740,4572.55,31.256
2026-01-12 08:20:00,67587,67644,67552,67624,1678,4574.46,31.26
2026-01-12 08:25:00,67624,67651,67562,67622,1869,4573.65,31.265
2026-01-12 08:30:00,67590,67650,67585,67604,1740,4575.02,31.247
2026-01-12 08:35:00,67602,67620,67530,67583,2200,4573.04,31.251
2026-01-12 08:40:00,67587,67645,67522,67614,2097,4574.42,31.256
2026-01-12 08:45:00,67604,67645,67575,67604,1967,4574.61,31.25
2026-01-12 08:50:00,67633,67697,67617,67677,2111,4578.83,31.255
2026-01-12 08:55:00,67667,67701,67634,67681,1650,4578.46,31.259
2026-01-12 09:00:00,67674,67697,67626,67664,2097,4576.43,31.265
2026-01-12 09:05:00,67631,67738,67617,67726,1940,4582.0,31.256
2026-01-12 09:10:00,67713,67771,67688,67711,2196,4583.34,31.24
2026-01-12 09:15:00,67759,67788,67722,67772,2566,4585.8,31.251
2026-01-12 09:20:00,67774,67800,67698,67741,1991,4583.89,31.25
2026-01-12 09:25:00,67743,67764,67625,67719,2451,4581.5,31.256
2026-01-12 09:30:00,67684,67733,67667,67691,1951,4580.5,31.25
2026-01-12 09:35:00,67698,67774,67671,67749,1898,4584.39,31.25
2026-01-12 09:40:00,67764,67789,67667,67786,2033,4583.85,31.271
2026-01-12 09:45:00,67784,67811,67729,67782,1454,4585.15,31.26
2026-01-12 09:50:00,67738,67794,67713,67774,1412,4585.98,31.251
2026-01-12 09:55:00,67772,67813,67731,67773,1397,4587.82,31.238
2026-01-12 10:00:00,67776,67814,67738,67779,1909,4587.0,31.246
2026-01-12 10:05:00,67776,67805,67677,67743,2010,4583.84,31.251
2026-01-12 10:10:00,67740,67770,67678,67737,1651,4583.42,31.251
2026-01-12 10:15:00,67734,67738,67633,67736,2073,4583.41,31.251
2026-01-12 10:20:00,67734,67755,67689,67735,1745,4582.61,31.256
2026-01-12 10:25:00,67723,67778,67701,67750,1869,4583.57,31.256
2026-01-12 10:30:00,67754,67773,67693,67755,1638,4583.64,31.258
2026-01-12 10:35:00,67757,67843,67735,67780,1791,4586.83,31.248
2026-01-12 10:40:00,67783,67802,67697,67722,1783,4585.55,31.23
2026-01-12 10:45:00,67759,67885,67717,67871,2050,4594.15,31.24
2026-01-12 10:50:00,67828,67926,67801,67866,2127,4596.27,31.223
2026-01-12 10:55:00,67866,67895,67788,67869,1946,4596.83,31.221
2026-01-12 11:00:00,67872,67899,67812,67857,2384,4594.51,31.231
2026-01-12 11:05:00,67857,67871,67796,67854,2029,4595.19,31.225
2026-01-12 11:10:00,67856,67893,67808,67877,1952,4597.02,31.223
2026-01-12 11:15:00,67859,67884,67794,67831,1754,4596.55,31.205
2026-01-12 11:20:00,67850,67888,67762,67859,1853,4598.48,31.205
2026-01-12 11:25:00,67874,67886,67787,67845,1854,4596.62,31.211
2026-01-12 11:30:00,67845,67851,67769,67822,1428,4595.96,31.205
2026-01-12 11:35:00,67840,67867,67768,67838,1282,4593.64,31.228
2026-01-12 11:40:00,67835,67882,67798,67869,1245,4595.45,31.23
2026-01-12 11:45:00,67860,67872,67790,67814,1654,4592.03,31.228
2026-01-12 11:50:00,67816,67828,67769,67802,1569,4590.18,31.235
2026-01-12 11:55:00,67806,67843,67712,67787,1848,4589.07,31.236
2026-01-12 12:00:00,67783,67840,67759,67785,1717,4590.49,31.225
2026-01-12 12:05:00,67799,67809,67698,67748,1439,4586.97,31.232
2026-01-12 12:10:00,67748,67844,67687,67820,1726,4592.16,31.23
2026-01-12 12:15:00,67844,67850,67763,67814,1173,4589.23,31.247
2026-01-12 12:20:00,67805,67848,67800,67846,1251,4591.53,31.246
2026-01-12 12:25:00,67811,67871,67802,67833,1315,4592.44,31.234
2026-01-12 12:30:00,67831,67869,67742,67765,1998,4587.52,31.236
2026-01-12 12:35:00,67754,67829,67733,67828,1689,4591.96,31.235
2026-01-12 12:40:00,67826,67855,67783,67800,1327,4589.77,31.237
2026-01-12 12:45:00,67800,67851,67760,67833,1299,4592.3,31.235
2026-01-12 12:50:00,67831,67887,67821,67872,1222,4593.61,31.244
2026-01-12 12:55:00,67872,67923,67850,67890,1158,4594.22,31.248
2026-01-12 13:00:00,67887,67908,67862,67887,1432,4592.75,31.257
2026-01-12 13:05:00,67890,67899,67855,67865,1095,4592.13,31.251
2026-01-12 13:10:00,67867,67884,67817,67847,1123,4591.02,31.25
2026-01-12 13:15:00,67836,67912,67824,67851,1029,4589.87,31.26
2026-01-12 13:20:00,67856,67859,67793,67834,1292,4588.24,31.263
2026-01-12 13:25:00,67831,67844,67769,67810,1702,4585.28,31.272
2026-01-12 13:30:00,67807,67845,67785,67830,1616,4587.53,31.266
2026-01-12 13:35:00,67830,67873,67813,67867,1163,4590.16,31.265
2026-01-12 13:40:00,67864,67882,67843,67880,1467,4591.97,31.259
2026-01-12 13:45:00,67885,67889,67808,67819,1089,4586.35,31.269
2026-01-12 13:50:00,67825,67834,67755,67813,1154,4585.54,31.272
2026-01-12 13:55:00,67813,67817,67711,67801,1573,4585.32,31.268
2026-01-12 14:00:00,67797,67828,67747,67789,1989,4584.51,31.268
2026-01-12 14:05:00,67792,67802,67700,67745,1732,4581.21,31.27
2026-01-12 14:10:00,67732,67798,67718,67758,1927,4582.21,31.269
2026-01-12 14:15:00,67755,67766,67706,67738,1689,4580.71,31.27
2026-01-12 14:20:00,67729,67761,67676,67761,1933,4582.31,31.27
2026-01-12 14:25:00,67763,67773,67694,67762,1787,4582.77,31.267
2026-01-12 14:30:00,67760,67793,67717,67788,1600,4584.97,31.264
2026-01-12 14:35:00,67788,67802,67727,67768,1678,4584.85,31.256
2026-01-12 14:40:00,67771,67800,67732,67788,1639,4586.19,31.256
2026-01-12 14:45:00,67788,67824,67742,67799,1852,4586.92,31.256
2026-01-12 14:50:00,67797,67835,67763,67792,1546,4588.76,31.24
2026-01-12 14:55:00,67822,67839,67762,67836,1680,4590.45,31.249
2026-01-12 15:00:00,67836,67900,67800,67887,3441,4596.1,31.234
2026-01-12 15:05:00,67887,68003,67881,67930,3276,4601.21,31.219
2026-01-12 15:10:00,67928,68031,67898,67978,3325,4606.56,31.205
2026-01-12 15:15:00,67967,68035,67933,67987,3062,4608.66,31.195
2026-01-12 15:20:00,68005,68035,67933,68015,3110,4609.79,31.2
2026-01-12 15:25:00,67971,68035,67910,67966,2857,4605.01,31.21
2026-01-12 15:30:00,67971,68020,67916,68008,2297,4609.01,31.202
2026-01-12 15:35:00,67982,68038,67942,68027,2020,4610.57,31.2
2026-01-12 15:40:00,68024,68067,67955,67995,2182,4609.15,31.195
2026-01-12 15:45:00,68006,68073,67945,68061,2097,4614.4,31.19
2026-01-12 15:50:00,68018,68153,68011,68139,2108,4619.64,31.19
2026-01-12 15:55:00,68141,68151,68039,68094,2509,4615.88,31.195
2026-01-12 16:00:00,68098,68136,67866,67907,3616,4600.28,31.215
2026-01-12 16:05:00,67903,67975,67840,67900,3759,4598.6,31.223
2026-01-12 16:10:00,67901,67909,67784,67863,3850,4596.41,31.221
2026-01-12 16:15:00,67861,67900,67754,67857,3573,4596.86,31.215
2026-01-12 16:20:00,67874,67914,67799,67875,3606,4596.91,31.223
2026-01-12 16:25:00,67878,67920,67741,67785,4176,4586.56,31.252
2026-01-12 16:30:00,67789,67970,67744,67927,4938,4598.09,31.239
2026-01-12 16:35:00,67921,68100,67823,68080,4812,4610.79,31.223
2026-01-12 16:40:00,68078,68093,67973,68013,4535,4604.18,31.237
2026-01-12 16:45:00,68015,68027,67908,67978,4848,4601.95,31.236
2026-01-12 16:50:00,67976,68060,67919,68009,4276,4604.67,31.232
2026-01-12 16:55:00,68011,68035,67930,67960,1166,4602.25,31.226
2026-01-12 17:00:00,67958,68122,67949,68036,1986,4607.25,31.227
2026-01-12 17:05:00,67999,68178,67979,68114,3252,4615.73,31.205
2026-01-12 17:10:00,68115,68149,68061,68118,3427,4617.5,31.195
2026-01-12 17:15:00,68085,68153,68022,68083,3344,4614.4,31.2
2026-01-12 17:20:00,68081,68184,68052,68170,3433,4618.04,31.215
2026-01-12 17:25:00,68167,68212,68122,68152,2828,4619.64,31.196
2026-01-12 17:30:00,68149,68222,68100,68187,2893,4622.9,31.19
2026-01-12 17:35:00,68184,68262,68161,68251,3132,4626.69,31.194
2026-01-12 17:40:00,68242,68272,68175,68199,2669,4623.71,31.19
2026-01-12 17:45:00,68199,68222,68101,68164,2739,4622.14,31.185
2026-01-12 17:50:00,68182,68203,68086,68174,2383,4621.16,31.196
2026-01-12 17:55:00,68174,68197,68093,68174,2661,4621.31,31.195
2026-01-12 18:00:00,68176,68218,68085,68200,2558,4623.69,31.191
2026-01-12 18:05:00,68189,68239,68173,68228,2140,4624.79,31.196
2026-01-12 18:10:00,68215,68304,68183,68292,2016,4629.14,31.196
2026-01-12 18:15:00,68294,68306,68244,68277,2327,4628.15,31.196
2026-01-12 18:20:00,68275,68302,68165,68196,2202,4624.4,31.184
2026-01-12 18:25:00,68196,68204,68119,68138,2264,4620.03,31.187
2026-01-12 18:30:00,68138,68192,68091,68143,2521,4621.41,31.18
2026-01-12 18:35:00,68167,68201,68065,68078,3061,4613.2,31.206
2026-01-12 18:40:00,68044,68097,67966,68054,3280,4612.28,31.201
2026-01-12 18:45:00,68055,68136,68036,68116,2330,4615.88,31.205
2026-01-12 18:50:00,68111,68165,68079,68145,2111,4616.95,31.211
2026-01-12 18:55:00,68147,68172,68110,68154,1685,4616.96,31.215
2026-01-12 19:00:00,68158,68199,68105,68163,1604,4615.96,31.226
2026-01-12 19:05:00,68158,68178,68100,68124,1732,4614.19,31.22
2026-01-12 19:10:00,68113,68173,68110,68154,1526,4615.54,31.225
2026-01-12 19:15:00,68144,68200,68124,68160,1532,4615.79,31.226
2026-01-12 19:20:00,68147,68188,68100,68166,2054,4616.34,31.225
2026-01-12 19:25:00,68168,68189,68142,68165,1590,4616.38,31.224
2026-01-12 19:30:00,68165,68176,68111,68122,1728,4613.31,31.225
2026-01-12 19:35:00,68119,68157,68050,68127,2260,4613.54,31.226
2026-01-12 19:40:00,68092,68147,68052,68117,1829,4613.32,31.223
2026-01-12 19:45:00,68111,68199,68086,68180,2097,4617.45,31.224
2026-01-12 19:50:00,68183,68229,68141,68183,1850,4617.34,31.226
2026-01-12 19:55:00,68181,68226,68132,68169,1730,4616.38,31.226
2026-01-12 20:00:00,68167,68201,68116,68152,1748,4615.35,31.225
2026-01-12 20:05:00,68152,68184,68111,68145,1665,4614.89,31.225
2026-01-12 20:10:00,68145,68162,68016,68058,1628,4608.41,31.229
2026-01-12 20:15:00,68058,68064,67943,67991,2213,4602.83,31.236
2026-01-12 20:20:00,67990,68057,67936,68011,2538,4604.91,31.231
2026-01-12 20:25:00,68008,68036,67922,68028,2300,4605.64,31.234
2026-01-12 20:30:00,68030,68098,67978,68085,1764,4610.1,31.23
2026-01-12 20:35:00,68085,68099,68022,68093,1536,4610.04,31.234
2026-01-12 20:40:00,68093,68106,67992,68036,1679,4605.92,31.236
2026-01-12 20:45:00,68034,68091,68020,68044,1683,4606.58,31.235
2026-01-12 20:50:00,68035,68053,67968,68050,1625,4606.98,31.235
2026-01-12 20:55:00,68037,68113,67962,68105,1379,4610.84,31.234
2026-01-12 21:00:00,68107,68115,68045,68070,1247,4609.08,31.23
2026-01-12 21:05:00,68081,68127,68043,68115,1381,4612.15,31.23
2026-01-12 21:10:00,68118,68157,68089,68129,1515,4613.79,31.225
2026-01-12 21:15:00,68140,68163,68057,68141,1338,4614.5,31.226
2026-01-12 21:20:00,68154,68167,68037,68166,1734,4614.81,31.235
2026-01-12 21:25:00,68159,68191,68058,68185,1488,4616.86,31.23
2026-01-12 21:30:00,68163,68216,68107,68166,1528,4616.18,31.226
2026-01-12 21:35:00,68172,68192,68082,68166,1109,4616.34,31.225
2026-01-12 21:40:00,68180,68198,68057,68190,915,4616.46,31.235
2026-01-12 21:45:00,68192,68199,68085,68133,1670,4613.17,31.231
2026-01-12 21:50:00,68135,68155,68080,68118,1262,4612.89,31.226
2026-01-12 21:55:00,68133,68137,68051,68102,1327,4611.24,31.23
2026-01-12 22:00:00,68115,68122,67919,68005,2152,4604.07,31.234
2026-01-12 22:05:00,68018,68035,67870,67955,2436,4600.57,31.235
2026-01-12 22:10:00,67970,68020,67918,68000,2746,4602.99,31.239
2026-01-12 22:15:00,68000,68022,67866,67961,2734,4601.69,31.23
2026-01-12 22:20:00,67961,67996,67916,67985,2639,4602.62,31.235
2026-01-12 22:25:00,67985,68013,67939,67952,1893,4602.55,31.22
2026-01-12 22:30:00,67987,68015,67934,67989,2247,4602.84,31.235
2026-01-12 22:35:00,67978,68019,67943,67978,1949,4602.09,31.235
2026-01-12 22:40:00,67980,67991,67801,67841,2136,4592.54,31.237
2026-01-12 22:45:00,67828,67876,67791,67848,2156,4593.2,31.236
2026-01-12 22:50:00,67849,67921,67811,67913,1978,4598.17,31.232
2026-01-12 22:55:00,67911,67925,67767,67827,2697,4593.67,31.223
2026-01-12 23:00:00,67835,67862,67767,67813,1033,4592.29,31.226
2026-01-12 23:05:00,67811,67870,67775,67853,811,4595.85,31.22
2026-01-12 23:10:00,67860,67862,67751,67796,937,4592.73,31.215
2026-01-12 23:15:00,67815,67835,67737,67816,716,4593.03,31.222
2026-01-12 23:20:00,67789,67846,67783,67812,1090,4593.53,31.217
2026-01-12 23:25:00,67834,67839,67768,67809,775,4593.62,31.215
2026-01-12 23:30:00,67818,67840,67775,67827,891,4594.07,31.22
2026-01-12 23:35:00,67805,67832,67756,67798,727,4592.86,31.215
2026-01-12 23:40:00,67818,67818,67734,67760,513,4590.16,31.216
2026-01-12 23:45:00,67765,67804,67710,67803,963,4593.68,31.212
2026-01-12 23:50:00,67786,67806,67726,67734,829,4592.21,31.19
2026-01-12 23:55:00,67756,67869,67723,67801,942,4597.17,31.187
2026-01-13 00:00:00,67816,67816,67814,67814,5,4597.17,31.193
2026-01-13 00:05:00,67814,67851,67742,67829,57,4597.17,31.2
2026-01-13 00:10:00,67844,67851,67742,67785,38,4597.17,31.18
2026-01-13 00:15:00,67785,67829,67722,67722,21,4597.17,31.151
2026-01-13 00:20:00,67807,67831,67722,67722,24,4597.17,31.151
2026-01-13 00:25:00,67807,67829,67722,67722,37,4597.17,31.151
2026-01-13 00:30:00,67807,67831,67711,67714,35,4597.17,31.147
2026-01-13 00:35:00,67807,67831,67714,67714,15,4597.17,31.147
2026-01-13 00:40:00,67807,67807,67714,67714,18,4597.17,31.147
2026-01-13 00:45:00,67807,67831,67714,67722,30,4597.17,31.151
2026-01-13 00:50:00,67807,67851,67729,67807,37,4597.17,31.19
2026-01-13 00:55:00,67807,67851,67733,67733,42,4597.17,31.156
2026-01-13 01:00:00,67705,67978,67705,67758,855,4596.64,31.171
2026-01-13 01:05:00,67815,67854,67667,67730,1131,4594.13,31.175
2026-01-13 01:10:00,67754,67767,67461,67561,2091,4579.18,31.199
2026-01-13 01:15:00,67561,67690,67507,67606,2258,4583.71,31.189
2026-01-13 01:20:00,67643,67701,67512,67669,1813,4587.82,31.19
2026-01-13 01:25:00,67669,67732,67575,67679,1507,4584.54,31.217
2026-01-13 01:30:00,67679,67792,67662,67789,1610,4590.05,31.23
2026-01-13 01:35:00,67787,67793,67628,67750,1758,4587.28,31.231
2026-01-13 01:40:00,67739,67787,67639,67735,1151,4586.1,31.232
2026-01-13 01:45:00,67735,67800,67722,67791,1324,4589.57,31.234
2026-01-13 01:50:00,67784,67861,67698,67805,1344,4590.98,31.231
2026-01-13 01:55:00,67805,67934,67711,67930,1727,4599.46,31.231
2026-01-13 02:00:00,67930,67951,67756,67867,1459,4594.63,31.235
2026-01-13 02:05:00,67835,67899,67831,67840,1337,4592.63,31.236
2026-01-13 02:10:00,67840,67871,67756,67766,1037,4592.91,31.2
2026-01-13 02:15:00,67851,67893,67752,67861,940,4594.64,31.232
2026-01-13 02:20:00,67850,67871,67716,67826,831,4592.58,31.23
2026-01-13 02:25:00,67828,67842,67696,67802,778,4588.31,31.248
2026-01-13 02:30:00,67807,67852,67704,67803,1296,4587.9,31.251
2026-01-13 02:35:00,67790,67815,67707,67798,1537,4585.25,31.267
2026-01-13 02:40:00,67798,67820,67701,67814,1163,4586.3,31.267
2026-01-13 02:45:00,67803,67870,67773,67795,1155,4588.99,31.24
2026-01-13 02:50:00,67841,67881,67824,67852,1074,4590.05,31.259
2026-01-13 02:55:00,67848,67895,67801,67812,1271,4587.38,31.259
2026-01-13 03:00:00,67817,67869,67757,67793,3849,4583.28,31.278
2026-01-13 03:05:00,67797,67940,67781,67878,3300,4588.58,31.281
2026-01-13 03:10:00,67876,67993,67874,67941,2853,4592.41,31.284
2026-01-13 03:15:00,67939,67992,67798,67873,3071,4586.91,31.29
2026-01-13 03:20:00,67874,67906,67844,67880,2203,4587.24,31.291
2026-01-13 03:25:00,67882,67908,67732,67833,2847,4581.89,31.306
2026-01-13 03:30:00,67826,67854,67758,67800,3095,4577.33,31.322
2026-01-13 03:35:00,67796,67950,67786,67934,2451,4584.87,31.332
2026-01-13 03:40:00,67918,67964,67835,67882,2769,4583.16,31.32
2026-01-13 03:45:00,67887,67964,67873,67903,2899,4581.75,31.339
2026-01-13 03:50:00,67907,67933,67867,67886,2702,4580.31,31.341
2026-01-13 03:55:00,67873,67917,67773,67871,2789,4577.9,31.351
2026-01-13 04:00:00,67874,68015,67840,67968,2857,4584.82,31.348
2026-01-13 04:05:00,67965,68033,67900,67985,2702,4587.91,31.335
2026-01-13 04:10:00,67953,68006,67855,67910,2785,4586.47,31.31
2026-01-13 04:15:00,67970,67981,67860,67956,1977,4585.5,31.338
2026-01-13 04:20:00,67954,67984,67856,67977,1464,4587.06,31.337
2026-01-13 04:25:00,67940,68009,67857,67997,1771,4583.76,31.369
2026-01-13 04:30:00,67999,68096,67973,68052,2550,4586.55,31.375
2026-01-13 04:35:00,68052,68093,68005,68055,2542,4588.25,31.365
2026-01-13 04:40:00,68053,68084,68000,68039,2736,4589.23,31.351
2026-01-13 04:45:00,68037,68110,67989,68060,2628,4592.05,31.341
2026-01-13 04:50:00,68064,68108,68051,68080,2629,4593.4,31.341
2026-01-13 04:55:00,68056,68106,67975,68088,1954,4594.14,31.34
2026-01-13 05:00:00,68090,68133,68067,68114,2156,4595.29,31.344
2026-01-13 05:05:00,68112,68138,68032,68111,1619,4595.24,31.343
2026-01-13 05:10:00,68109,68174,68018,68122,1876,4597.88,31.33
2026-01-13 05:15:00,68124,68134,68008,68085,1565,4596.73,31.321
2026-01-13 05:20:00,67996,68120,67982,68049,2025,4595.88,31.31
2026-01-13 05:25:00,68068,68084,68032,68046,2282,4595.7,31.31
2026-01-13 05:30:00,68044,68063,67953,68058,1134,4595.29,31.318
