timestamp,gold_spot_usd,usd_thb_rate,open_thai,high_thai,low_thai,close_thai
2026-02-16 12:00:00,4990.616,30.8621,73076.97,73244.72,72876.08,73229.57
2026-02-16 13:00:00,4994.98,30.8806,73228.43,73428.85,73107.02,73337.31
2026-02-16 14:00:00,5007.321,30.8728,73336.52,73568.3,73277.26,73500.03
2026-02-16 15:00:00,5008.022,30.9168,73502.94,73660.24,73351.95,73614.55
2026-02-16 16:00:00,5013.582,30.947,73614.09,73803.8,73607.29,73767.9
2026-02-16 17:00:00,5006.049,30.9626,73767.13,73833.39,73547.99,73694.0
2026-02-16 18:00:00,5004.267,30.9419,73698.35,73720.81,73580.64,73618.77
2026-02-16 19:00:00,5001.972,30.95,73618.37,73716.55,73496.72,73604.17
2026-02-16 20:00:00,4997.361,30.9423,73585.6,73611.43,73424.73,73518.12
2026-02-16 21:00:00,4988.171,30.968,73516.19,73538.56,73354.93,73443.56
2026-02-16 22:00:00,4979.735,30.9761,73441.07,73456.15,73158.8,73338.43
2026-02-16 23:00:00,4988.076,30.9637,73337.54,73459.18,73227.02,73432.01
2026-02-17 00:00:00,4991.455,30.9647,73430.36,73552.24,73427.46,73484.12
2026-02-17 01:00:00,4994.708,30.9815,73485.18,73620.15,73438.77,73571.7
2026-02-17 02:00:00,4993.895,30.986,73570.58,73592.2,73509.18,73570.35
2026-02-17 03:00:00,4993.895,30.9855,73526.17,73585.16,73522.16,73569.17
2026-02-17 04:00:00,4993.895,30.9724,73524.28,73595.55,73484.15,73538.23
2026-02-17 05:00:00,4993.895,30.96,73497.61,73557.28,73441.18,73508.94
2026-02-17 06:00:00,4989.986,30.9657,73492.18,73623.1,73400.35,73464.85
2026-02-17 07:00:00,4935.712,31.0349,73463.57,73489.44,72747.69,72827.36
2026-02-17 08:00:00,4957.944,31.0174,72828.71,73160.61,72638.68,73114.35
2026-02-17 09:00:00,4967.04,31.0448,73113.41,73330.44,73072.82,73312.87
2026-02-17 10:00:00,4956.886,31.0728,73311.69,73357.66,73095.51,73228.64
2026-02-17 11:00:00,4952.816,31.0455,73227.77,73232.7,73033.94,73104.56
2026-02-17 12:00:00,4888.634,31.1146,73107.01,73126.11,71866.11,72317.0
2026-02-17 13:00:00,4910.377,31.1059,72317.6,72727.33,72296.55,72618.44
2026-02-17 14:00:00,4917.021,31.1271,72619.14,72857.33,72509.65,72766.0
2026-02-17 15:00:00,4920.721,31.0928,72765.69,72905.08,72687.03,72740.92
2026-02-17 16:00:00,4926.024,31.0757,72743.72,72861.46,72589.77,72779.47
2026-02-17 17:00:00,4913.177,31.1122,72778.91,72971.75,72545.89,72674.49
2026-02-17 18:00:00,4929.179,31.1466,72677.1,73019.88,72674.06,72991.39
2026-02-17 19:00:00,4932.27,31.1421,72989.63,73182.38,72952.28,73026.66
2026-02-17 20:00:00,4870.724,31.1668,73034.09,73071.97,72119.19,72172.32
2026-02-17 21:00:00,4864.129,31.1976,72168.92,72681.21,71751.73,72145.47
2026-02-17 22:00:00,4878.263,31.2241,72144.46,72493.02,71919.19,72416.25
2026-02-17 23:00:00,4869.369,31.1747,72418.24,72642.38,72147.74,72170.44
2026-02-18 00:00:00,4865.243,31.179,72172.05,72207.86,71900.23,72119.19
2026-02-18 01:00:00,4898.961,31.1267,72120.16,72648.56,72074.61,72497.81
2026-02-18 02:00:00,4880.422,31.1411,72500.05,72527.52,72185.02,72256.7
2026-02-18 03:00:00,4878.095,31.1267,72256.51,72316.48,72142.05,72189.02
2026-02-18 04:00:00,4878.018,31.1416,72185.91,72296.81,72127.94,72222.26
2026-02-18 05:00:00,4878.018,31.1279,72178.92,72297.13,71977.25,72190.65
2026-02-18 06:00:00,4859.523,31.1677,72177.53,72314.03,71876.67,72008.42
2026-02-18 07:00:00,4874.95,31.1389,72003.26,72297.7,71945.46,72170.61
2026-02-18 08:00:00,4889.833,31.1402,72170.18,72449.51,72165.13,72393.95
2026-02-18 09:00:00,4905.298,31.1123,72392.46,72588.95,72345.6,72558.18
2026-02-18 10:00:00,4920.873,31.1159,72555.34,72815.86,72529.71,72796.94
2026-02-18 11:00:00,4933.918,31.1127,72797.39,73085.73,72742.39,72982.45
2026-02-18 12:00:00,4933.376,31.1139,72983.56,73107.44,72927.43,72977.23
2026-02-18 13:00:00,4930.576,31.1126,72979.33,73029.5,72859.33,72932.78
2026-02-18 14:00:00,4930.324,31.1253,72932.32,73100.93,72922.48,72958.67
2026-02-18 15:00:00,4917.155,31.162,72959.83,72978.83,72805.75,72849.16
2026-02-18 16:00:00,4917.388,31.1546,72851.03,72899.4,72750.82,72835.4
2026-02-18 17:00:00,4914.522,31.1531,72841.92,72922.28,72716.51,72789.46
2026-02-18 18:00:00,4912.974,31.1625,72789.35,72856.89,72687.24,72788.38
2026-02-18 19:00:00,4943.1,31.1107,72786.61,73185.9,72763.71,73113.6
2026-02-18 20:00:00,4954.535,31.1275,73116.5,73495.59,73072.51,73322.1
2026-02-18 21:00:00,4991.714,31.0403,73322.62,73701.39,73249.06,73666.43
2026-02-18 22:00:00,4997.843,31.0271,73667.25,73950.64,73647.61,73725.67
2026-02-18 23:00:00,5000.589,31.0378,73729.26,73943.55,73663.67,73791.49
2026-02-19 00:00:00,4998.982,31.0664,73792.33,73872.08,73719.46,73835.4
2026-02-19 01:00:00,4987.237,31.0927,73837.23,73905.07,73662.65,73723.97
2026-02-19 02:00:00,4980.659,31.1371,73717.39,73905.58,73572.82,73731.33
2026-02-19 03:00:00,4984.789,31.1179,73728.57,73799.98,73636.31,73747.2
2026-02-19 04:00:00,4976.284,31.1176,73745.73,73781.18,73491.19,73620.66
2026-02-19 05:00:00,4976.284,31.0206,73569.93,73590.38,73180.62,73392.35
2026-02-19 06:00:00,4976.255,31.1021,73480.0,73728.78,73237.09,73583.75
2026-02-19 07:00:00,4961.381,31.0951,73580.67,73600.26,73302.35,73347.38
2026-02-19 08:00:00,4973.151,31.0693,73343.3,73526.74,73282.06,73460.7
2026-02-19 09:00:00,4968.32,31.105,73456.65,73574.63,73376.38,73473.23
2026-02-19 10:00:00,4981.809,31.1046,73471.81,73697.68,73421.91,73671.77
2026-02-19 11:00:00,4984.193,31.0879,73668.54,73755.45,73582.93,73667.65
2026-02-19 12:00:00,4997.064,31.035,73667.36,73778.73,73661.8,73732.85
2026-02-19 13:00:00,5018.292,30.9658,73729.12,73931.1,73653.56,73881.82
2026-02-19 14:00:00,5010.363,31.0041,73882.97,74007.15,73798.7,73855.85
2026-02-19 15:00:00,5017.046,30.9718,73854.78,73951.11,73759.07,73877.72
2026-02-19 16:00:00,4995.757,31.0261,73875.29,73971.54,73646.9,73692.54
2026-02-19 17:00:00,4993.326,31.041,73693.47,73723.19,73534.49,73691.87
2026-02-19 18:00:00,4984.696,31.0659,73688.61,73714.91,73468.37,73623.22
2026-02-19 19:00:00,4984.697,31.062,73622.15,73692.73,73519.6,73614.04
2026-02-19 20:00:00,4997.127,31.0517,73615.26,73853.55,73468.87,73773.26
2026-02-19 21:00:00,5005.589,31.0751,73772.78,74052.63,73396.5,73953.58
2026-02-19 22:00:00,5013.708,31.0193,73953.04,74085.39,73716.94,73941.21
2026-02-19 23:00:00,4995.316,31.0282,73941.26,73950.06,73611.45,73690.99
2026-02-20 00:00:00,4984.926,31.0427,73687.38,73794.84,73538.84,73571.91
2026-02-20 01:00:00,4981.815,31.0441,73573.06,73611.4,73426.24,73529.29
2026-02-20 02:00:00,4987.832,31.052,73530.17,73651.08,73511.51,73636.74
2026-02-20 03:00:00,5001.584,31.0454,73637.08,73841.44,73613.77,73824.15
2026-02-20 04:00:00,4996.334,31.0393,73826.14,73848.19,73617.83,73732.24
2026-02-20 05:00:00,4996.334,30.9579,73716.47,73759.89,73522.58,73539.87
2026-02-20 06:00:00,4987.7,31.0348,73637.79,73899.4,73528.84,73594.21
2026-02-20 07:00:00,5006.316,31.0034,73595.16,73811.14,73561.03,73794.54
2026-02-20 08:00:00,4997.041,31.021,73794.79,73905.02,73653.99,73699.42
2026-02-20 09:00:00,4996.318,31.0379,73699.78,73874.03,73666.97,73728.7
2026-02-20 10:00:00,4988.088,31.0937,73728.29,73843.17,73591.2,73738.91
2026-02-20 11:00:00,4999.763,31.0829,73740.56,73931.39,73693.61,73885.96
2026-02-20 12:00:00,5011.873,31.0644,73888.75,74028.41,73820.98,74021.06
2026-02-20 13:00:00,5020.758,31.0278,74022.17,74233.47,73996.25,74065.37
2026-02-20 14:00:00,5006.527,31.0494,74062.94,74146.02,73890.06,73906.58
2026-02-20 15:00:00,5028.853,31.0499,73907.75,74281.71,73873.63,74237.35
2026-02-20 16:00:00,5027.461,31.0439,74236.32,74400.64,74197.61,74202.53
2026-02-20 17:00:00,5034.55,31.0334,74206.46,74355.24,74126.73,74282.16
2026-02-20 18:00:00,5017.392,31.0383,74285.82,74311.39,73998.95,74040.63
2026-02-20 19:00:00,5025.035,31.0576,74041.47,74223.88,73948.49,74199.29
2026-02-20 20:00:00,5043.691,31.0201,74199.48,74490.56,74083.63,74385.3
